record,recordLabel,roleLabel,nameString,nameLabel
https://catalog.digital-scriptorium.org/entity/Q33925,Brahmānanda (DS8196),Former owner,Raṅganātha Marāṭhe (Son of Mayūreśvara),
https://catalog.digital-scriptorium.org/entity/Q34498,Jīvanmuktiviveka (DS8387),Scribe,Brahmānandābhidheyabhikṣu,
https://catalog.digital-scriptorium.org/entity/Q35014,Gaṇapatipūjā (DS8559),Scribe,Nāsāyaṇabhaṭa Vala (Son of Anabhaṭṭa Vala),
https://catalog.digital-scriptorium.org/entity/Q35383,Laṭakamelakaprahasana (DS8682),Former owner,ParvaṇIkara Govindabhaṭṭaputra,
https://catalog.digital-scriptorium.org/entity/Q35980,Grahalāghava (DS8881),Scribe,"Jośipañcyanadikara, Śivarāma",
https://catalog.digital-scriptorium.org/entity/Q32440,Kavikarpaṭīkā (DS7701),Author,Kavirāja Śaṅkadhara,
https://catalog.digital-scriptorium.org/entity/Q33469,Prabodhasudhākara (DS8044),Scribe,Mahādeva Pāla,
https://catalog.digital-scriptorium.org/entity/Q35578,Āśaucatriṃśacchlokī (DS8747),Scribe,Jatārakṛṣṇa Bhaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q35305,Cāṇakyarājanītiśāstra (DS8656),Former owner,"Gāḍagila, Janārdanapanta Bhatu",
https://catalog.digital-scriptorium.org/entity/Q37948,Aṣṭottaraśata (DS9537),Scribe,Bāladīkṣīta,
https://catalog.digital-scriptorium.org/entity/Q31135,Ṛṇakṣayastotra (DS7266),Scribe,"Dāḍekara, Kṛṣṇa",
https://catalog.digital-scriptorium.org/entity/Q31732,Navarātravidhi (DS7465),Scribe,"Tulāpurkara, Nārāyaṇabhaṭ Abāne ( son of Bālakṛṣṇa Tulāpurkara)",
https://catalog.digital-scriptorium.org/entity/Q33901,Mahāvākyaviveka (DS8188),Former owner,Raṅganātha Marāṭhe (Son of Mayūreśvara),
https://catalog.digital-scriptorium.org/entity/Q30820,Rāmagītā (DS7161),Scribe,Viṣṇubhaṭṭa Bāpaṭ,
https://catalog.digital-scriptorium.org/entity/Q32716,Tarkasaṃgraha (DS7793),Former owner,"Paurāṇika, Rāmacandrabhaṭṭa",
https://catalog.digital-scriptorium.org/entity/Q29629,Āśvalāyana gr̥hyasūtram (DS6764),Scribe,Konakara Gangārāma,
https://catalog.digital-scriptorium.org/entity/Q32185,Pretamañjarī (DS7616),Scribe,Jñodekhāśa,
https://catalog.digital-scriptorium.org/entity/Q34144,Brahmānanda (DS8269),Scribe,Dīnārtha,
https://catalog.digital-scriptorium.org/entity/Q33484,Pañcakośaviveka (DS8049),Scribe,Janārdana Tāhmaṇakara,
https://catalog.digital-scriptorium.org/entity/Q35992,Līlāvatī (DS8885),Author,"Bhāskarācārya, 1114-1185",
https://catalog.digital-scriptorium.org/entity/Q31663,Aśokatrirātravrata (DS7442),Former owner,Gaṇeśabhaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q34672,Pauṇḍarīkaprayoga (DS8445),Scribe,Sadāśiva (Son of Kāśinātha),
https://catalog.digital-scriptorium.org/entity/Q34891,Strīśūdratīrthavidhi (DS8518),Scribe,Bhāskara Dāḍekara,
https://catalog.digital-scriptorium.org/entity/Q36295,Kalpalatā (DS8986),Author,Somadaivajña (Son of Rudrabhaṭṭa),
https://catalog.digital-scriptorium.org/entity/Q36295,Kalpalatā (DS8986),Scribe,Veṅkaṭapāṭhaka,
https://catalog.digital-scriptorium.org/entity/Q36337,Dvādaśabhāvavicāra (DS9000),Scribe,Moreśvara,
https://catalog.digital-scriptorium.org/entity/Q34750,Āśvalāyanasūtratātparyavyākhyā (DS8471),Scribe,Sadāśiva (Son of Kāśinātha),
https://catalog.digital-scriptorium.org/entity/Q34750,Āśvalāyanasūtratātparyavyākhyā (DS8471),Author,Dāmodarabhaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q37942,Rāmāryāstava (DS9535),Author,Mudgala Sūri,
https://catalog.digital-scriptorium.org/entity/Q31144,Ādityahṛdayastotra (DS7269),Scribe,"Mahādevabhaṭṭa, Kelakara",
https://catalog.digital-scriptorium.org/entity/Q33481,Pañcabhūtaviveka (DS8048),Scribe,Janārdana Tāhmaṇakara,
https://catalog.digital-scriptorium.org/entity/Q33940,Dhyānadīpa (DS8201),Scribe,Bhaguvāsara,
https://catalog.digital-scriptorium.org/entity/Q33013,Pali and Cambodian manuscript (DS7892),Author,"Mahaapattana Anantanaya, Phra",
https://catalog.digital-scriptorium.org/entity/Q33781,Br̥hadāraṇyakopaniṣad (DS8148),Scribe,Govinda Brahma (Son of Kaṇḍabhaṭṭa Brahma),
https://catalog.digital-scriptorium.org/entity/Q35410,Dharmasindhu (DS8691),Scribe,Bāladīkṣitadeva (Son of Anantadeva),
https://catalog.digital-scriptorium.org/entity/Q36724,Dravyakiraṇāvalīprakāśa (DS9129),Former owner,Śaṃkarānu Śivabhaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q37621,Amṛt sāgar grant (DS9428),Author,Vaidyadevīcandra,
https://catalog.digital-scriptorium.org/entity/Q31123,Gopadmakathāvrata (DS7262),Scribe,Nārāyaṇa (son of Śivarāmabhaṭṭa Śikha),
https://catalog.digital-scriptorium.org/entity/Q32176,Śrāddhacandrikānukramaṇikā (DS7613),Author,Vaidyanātha (Son of Divākara),
https://catalog.digital-scriptorium.org/entity/Q33262,Vedāntaparibhāṣā (DS7975),Scribe,Vidyādhara Gāyadhaṇi,
https://catalog.digital-scriptorium.org/entity/Q35482,Prāyaścittamañjarī (DS8715),Author,Bāpūbhaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q35068,Śiśupālavadha (DS8577),Former owner,Bhacaṃbhat,
https://catalog.digital-scriptorium.org/entity/Q37603,Rāmacaritamānasa (DS9422),Scribe,"De, Jānak",
https://catalog.digital-scriptorium.org/entity/Q32467,Rasataraṅginīvyākhyā (DS7710),Author,Nemisāha,
https://catalog.digital-scriptorium.org/entity/Q32041,Prauḍhmanoramā tiṅanta (DS7568),Former owner,Harimiśra,
https://catalog.digital-scriptorium.org/entity/Q32059,Siddhāntakaumudī vaidikīprakaraṇa (DS7574),Scribe,"Paurāṇika, Jayarāmabhaṭṭa",
https://catalog.digital-scriptorium.org/entity/Q32920,Rasasaṃgrahasiddhānta (DS7861),Scribe,Premavastrabha,
https://catalog.digital-scriptorium.org/entity/Q32920,Rasasaṃgrahasiddhānta (DS7861),Author,Govindarāma (Son of Veṇīdatta),
https://catalog.digital-scriptorium.org/entity/Q35446,Manuṭīkā (DS8703),Author,Govindarāja (Son of Mādhava Bhaṭṭa),
https://catalog.digital-scriptorium.org/entity/Q36733,Siddhāntamañjarīdīpikā (DS9132),Author,Śitikaṇṭhaśarma Dīkṣita,
https://catalog.digital-scriptorium.org/entity/Q31267,Sahasracaṇḍīśatacaṇḍīnavacaṇḍīvidhāna (DS7310),Scribe,"Āgāśa, Gaṇeśa",
https://catalog.digital-scriptorium.org/entity/Q31411,Kārtikamāhātmya (DS7358),Scribe,"Maisūrakara, Viśvanātha Śāstri",
https://catalog.digital-scriptorium.org/entity/Q33778,Br̥hadāraṇyakopaniṣad (DS8147),Scribe,Govinda Brahma (Son of Kaṇḍabhaṭṭa Brahma),
https://catalog.digital-scriptorium.org/entity/Q32524,Bhāminīvilāsa (DS7729),Scribe,Vināyaka Āḍibrekara (Son of Bālakṛṣṇa Āḍibrekara),
https://catalog.digital-scriptorium.org/entity/Q33487,Svaprakāśātmaviveka (DS8050),Scribe,Janārdana Tāhmaṇakara,
https://catalog.digital-scriptorium.org/entity/Q34648,Brāmaṇācchaṃsiprayoga (DS8437),Scribe,Sadāśiva (Son of Kāśinātha),
https://catalog.digital-scriptorium.org/entity/Q34924,Saṃdhyāprayoga (DS8529),Scribe,Keśva Bhaṭṭa Māṭe,
https://catalog.digital-scriptorium.org/entity/Q30850,Ṣaṣṭhīpūjā (DS7171),Scribe,Jaikṛṣṇabhaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q31873,Nāndīśrāddhasaṃkalpa (DS7512),Scribe,Nārāyaṇa ( son of Nīlakaṇṭha),
https://catalog.digital-scriptorium.org/entity/Q32077,Saṃkṣiptasāraṭīkā (DS7580),Former owner,Prasana Kumar Bhallachiru,
https://catalog.digital-scriptorium.org/entity/Q35413,Kokilasmṛti (DS8692),Author,Kokila,
https://catalog.digital-scriptorium.org/entity/Q31108,Upāṅgalalitāvrata (DS7257),Scribe,Mathurānāthadeva,
https://catalog.digital-scriptorium.org/entity/Q34963,Vaṭodyāpanaprayoga (DS8542),Scribe,Bhāskara Bhaṭṭa Dāḍekara,
https://catalog.digital-scriptorium.org/entity/Q36283,Pallīpatanaphala (DS8982),Scribe,Mairālabhaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q31222,Siddhigaṇeśapūjana (DS7295),Former owner,Vāvudīkṣita,
https://catalog.digital-scriptorium.org/entity/Q32512,Caurapañcāśikā (DS7725),Scribe,Vināyaka Āḍiśekara (Son of Bālakṛṣṇabhaṭṭa),
https://catalog.digital-scriptorium.org/entity/Q30586,Vāmanapurāṇa (DS7083),Scribe,Jaṃtalīrāma Bhaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q31579,Haraharatalikāpūjā (DS7414),Scribe,"Dāḍekara, Rāmacandra",
https://catalog.digital-scriptorium.org/entity/Q33157,Prātipadikasaṃjñāvāda (DS7940),Author,Nārāyaṇa Goḍabole,
https://catalog.digital-scriptorium.org/entity/Q34906,Tīrthavidhi (DS8523),Scribe,Bhāskara Bhaṭṭa Dāḍekara,
https://catalog.digital-scriptorium.org/entity/Q29614,Agniṣṭome brāhmaṇāchaṃsī prayoga (DS6759),Scribe,Kṛṣṇa Ṭhākare,
https://catalog.digital-scriptorium.org/entity/Q30271,Bhāgavatapurāṇa (DS6978),Scribe,Harabhaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q34099,Dr̥gdr̥śyaviveka ṭīkā (DS8254),Author,Ramacandra Tīrtha,
https://catalog.digital-scriptorium.org/entity/Q35323,Smṛtikaustubha (DS8662),Scribe,Rāmacandra Abhidheya,
https://catalog.digital-scriptorium.org/entity/Q31777,Vāstuśāntiprayoga (DS7480),Scribe,"Cipoṇkara, Mahādevabhaṭṭa",
https://catalog.digital-scriptorium.org/entity/Q33919,Brahmānanda (DS8194),Former owner,Raṅganātha Marāṭhe (Son of Mayūreśvara),
https://catalog.digital-scriptorium.org/entity/Q33931,Vidyānanda (DS8198),Former owner,Raṅganātha Marāṭhe (Son of Mayūreśvara),
https://catalog.digital-scriptorium.org/entity/Q29656,R̥gvedasamhitā aṣṭaka 3 (DS6773),Scribe,Ugracandaka,
https://catalog.digital-scriptorium.org/entity/Q33766,Br̥hadāraṇyakopaniṣad (DS8143),Scribe,Govinda Brahma (Son of Kaṇḍabhaṭṭa Brahma),
https://catalog.digital-scriptorium.org/entity/Q33934,Brahmānanda (DS8199),Scribe,Bhaguvāsara,
https://catalog.digital-scriptorium.org/entity/Q32926,Bhāva (DS7863),Scribe,Govardhanabhaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q33643,Samkṣepasārīrakaṭīkā (DS8102),Scribe,Haribhaṭṭaputra Bhāradvāja,
https://catalog.digital-scriptorium.org/entity/Q36655,Śrīsūkta (DS9106),Scribe,"Sahasrabuddha, Viṣṇuśāstri",
https://catalog.digital-scriptorium.org/entity/Q36970,Maltimadu (DS9211),Scribe,Pacholi Sukhram,
https://catalog.digital-scriptorium.org/entity/Q31882,Gaṇapatipratiṣṭhāpanapaddhati (DS7515),Scribe,"Cipoṇkara, Mahādevabhaṭa",
https://catalog.digital-scriptorium.org/entity/Q34630,Śatapakṣaprātaranuvāka (DS8431),Scribe,Sadāśiva (Son of Kāśinātha),
https://catalog.digital-scriptorium.org/entity/Q35521,Viśvādarśa (DS8728),Author,Kavikānta Sarasvatī,
https://catalog.digital-scriptorium.org/entity/Q37801,Vastubhāsinī (DS9488),Author,Gaṇeśa (Son of Padmanābha Mahārāṣṭra),
https://catalog.digital-scriptorium.org/entity/Q34642,Baudhāyanadarśapūrṇamāsacāturmāsyavihāra (DS8435),Scribe,Sadāśiva (Son of Kāśinātha),
https://catalog.digital-scriptorium.org/entity/Q34954,Kūpaśāntividhi (DS8539),Scribe,Bhāskara Bhaṭṭa Dāḍekara,
https://catalog.digital-scriptorium.org/entity/Q31690,Utsarjanopākarmaprayoga (DS7451),Scribe,"Maisūrakara, Viśvanātha",
https://catalog.digital-scriptorium.org/entity/Q32239,Āgrayaṇaman̄jūṣā (DS7634),Author,Govinda Daivajña Garuḍa,
https://catalog.digital-scriptorium.org/entity/Q33499,Nāṭakadīpa (DS8054),Scribe,Janārdana Tāhmaṇakara,
https://catalog.digital-scriptorium.org/entity/Q34780,Adbhutaśānti (DS8481),Scribe,Bhāskara Dāḍekara,
https://catalog.digital-scriptorium.org/entity/Q37903,Śrāddhasaṃgraha (DS9522),Scribe,"Atreloṇakara, Ekanātha (Son of Ānanda)",
https://catalog.digital-scriptorium.org/entity/Q33913,Dhyānadīpa (DS8192),Former owner,Raṅganātha Marāṭhe (Son of Mayūreśvara),
https://catalog.digital-scriptorium.org/entity/Q35731,Manyudevisāragrāhiṇi (DS8798),Author,Sadāśivaśāstri Sahasabudhya,
https://catalog.digital-scriptorium.org/entity/Q35860,Madhyasiddhāntakaumudī (DS8841),Scribe,"Dāsa, Vaiṣṇavalakṣmaṇa",
https://catalog.digital-scriptorium.org/entity/Q37960,Viśveśvarī (DS9541),Author,Ānandāśrama,
https://catalog.digital-scriptorium.org/entity/Q30811,Adhyātmarāmāyaṇa ayodhyakāṇḍa (DS7158),Scribe,Viṣṇubhaṭa Navāthye,
https://catalog.digital-scriptorium.org/entity/Q32362,Devīmānasapūjāvidhi (DS7675),Author,Paramahaṃsa Parivrājaka,
https://catalog.digital-scriptorium.org/entity/Q32143,Nirṇayāmṛtākara (DS7602),Author,Raghava,
https://catalog.digital-scriptorium.org/entity/Q30613,Dinakaradyota (DS7092),Scribe,Pāṇduraṅgabhaṭṭa Yevalakara,
https://catalog.digital-scriptorium.org/entity/Q31948,Maṅgalavrata (DS7537),Scribe,"Dāḍekara, Bhāskarabhaṭṭa",
https://catalog.digital-scriptorium.org/entity/Q31948,Maṅgalavrata (DS7537),Former owner,"Dāḍekara, Bhāskarabhaṭṭa",
https://catalog.digital-scriptorium.org/entity/Q32767,Viṣayatāvāda (DS7810),Scribe,Kīrtidhara,
https://catalog.digital-scriptorium.org/entity/Q36736,Siddhāntamañjarīdīpikā (DS9133),Author,Śitikaṇṭhaśarma Dīkṣita,
https://catalog.digital-scriptorium.org/entity/Q29890,Ajapāgāyatrīmantra (DS6851),Scribe,Divākara Vajhe,
https://catalog.digital-scriptorium.org/entity/Q30235,Durjanamukhacapeṭikā (DS6966),Author,Kāśīnātha Bhaṭṭa Bhaḍa,
https://catalog.digital-scriptorium.org/entity/Q30235,Durjanamukhacapeṭikā (DS6966),Scribe,"Girīnātha, son of Lakṣmīnātha",
https://catalog.digital-scriptorium.org/entity/Q34045,Kaṭhakopaniṣad (DS8236),Former owner,Brahmānaṃdatīrtha,
https://catalog.digital-scriptorium.org/entity/Q34546,Prabodhasudhākara (DS8403),Scribe,Govinda Devadhara (Son of Viśvanātha Devadhara),
https://catalog.digital-scriptorium.org/entity/Q32611,Vedāntavibhāvanā (DS7758),Scribe,Vāsudevabhaṭṭa Niranta,
https://catalog.digital-scriptorium.org/entity/Q34330,Māṇḍūkyopaniṣad (DS8331),Scribe,Ḍeṅkare Mahādeva,
https://catalog.digital-scriptorium.org/entity/Q30868,Kāśīrahasyaṭīka adhyāya 26 (DS7177),Author,Nīlakaṇṭha Sarasvatī,
https://catalog.digital-scriptorium.org/entity/Q38050,Muhūrtamārtaṇḍa (DS9571),Scribe,Brāhmaṇaṛṣirāma,
https://catalog.digital-scriptorium.org/entity/Q37441,Śivatāṇḍava (DS9368),Scribe,"Sahasrabudhi, Sadāśiva",
https://catalog.digital-scriptorium.org/entity/Q32374,Saundaryalaharīstotra (DS7679),Former owner,Lālajī Śarmaṇ,
https://catalog.digital-scriptorium.org/entity/Q33529,Pañcapādikāvivaraṇa (DS8064),Scribe,Prasodana Brahmendra,
https://catalog.digital-scriptorium.org/entity/Q30463,Somasaṃsthāpaddhati (DS7042),Scribe,Tilaka Veṅkateśa,
https://catalog.digital-scriptorium.org/entity/Q30463,Somasaṃsthāpaddhati (DS7042),Author,Govardhana Dīkṣita,
https://catalog.digital-scriptorium.org/entity/Q33388,Kāṭhopaniṣad (DS8017),Scribe,Kalaṅkara Keśava,
https://catalog.digital-scriptorium.org/entity/Q37558,Vṛttaratnāvalī (DS9407),Author,Cirajjīva Bhaṭācārya,
https://catalog.digital-scriptorium.org/entity/Q31834,Satyanārāyaṇapūjāvidhi (DS7499),Former owner,Rāmakṛṣṇabhaṭa Karberalakara,
https://catalog.digital-scriptorium.org/entity/Q33928,Brahmānanda (DS8197),Former owner,Raṅganātha Marāṭhe (Son of Mayūreśvara),
https://catalog.digital-scriptorium.org/entity/Q35440,Manuṭīkā (DS8701),Author,Govindarāja (Son of Mādhava Bhaṭṭa),
https://catalog.digital-scriptorium.org/entity/Q33199,Śrutabodha (DS7954),Scribe,"Ādivrekara, Vināyaka (Son of Bālambhaṭṭa Ādivrekara)",
https://catalog.digital-scriptorium.org/entity/Q38035,Mahistotravivṛtti (DS9566),Author,Śaṃkaranārāyaṇa Bhaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q34774,Ṛtuśānti (DS8479),Scribe,Āgāśopākhyagaṇeśa,
https://catalog.digital-scriptorium.org/entity/Q37255,Rudra (DS9306),Scribe,Mukāma Ābhaun,
https://catalog.digital-scriptorium.org/entity/Q32095,Āśaucanirṇaya (DS7586),Author,Tryaṃbaka Paṇḍita,
https://catalog.digital-scriptorium.org/entity/Q34678,Jyotiṣṭoma (DS8447),Former owner,Sakhārāmabhāṭṭa,
https://catalog.digital-scriptorium.org/entity/Q30799,Kārtikamāhātmya (DS7154),Scribe,Sītārāma Sapura,
https://catalog.digital-scriptorium.org/entity/Q30805,Adhyātmarāmāyaṇa yuddhakāṇḍa (DS7156),Scribe,Raghunātha Jyotis,
https://catalog.digital-scriptorium.org/entity/Q31450,Aduḥkhanavamīkathā (DS7371),Scribe,"Parāḍakara, Viśvanātha",
https://catalog.digital-scriptorium.org/entity/Q31903,Maṇḍaladevatāpūjana (DS7522),Scribe,"Vāsudeva, Sārasvata",
https://catalog.digital-scriptorium.org/entity/Q36328,Vṛddhayavana (DS8997),Author,Yavanācārya,
https://catalog.digital-scriptorium.org/entity/Q36742,Nañvāda (DS9135),Scribe,"Bhūsāri, Śaṃkara",
https://catalog.digital-scriptorium.org/entity/Q29578,Taittirīya śākhā tṛtīyāṣṭaka (DS6747),Former owner,Gagārāma,
https://catalog.digital-scriptorium.org/entity/Q33898,Dvaitavivekaprakaraṇa (DS8187),Former owner,Raṅganātha Marāṭhe (Son of Mayūreśvara),
https://catalog.digital-scriptorium.org/entity/Q34912,Jvaraśānti (DS8525),Scribe,Bhāskara Bhaṭṭa Dāḍekara,
https://catalog.digital-scriptorium.org/entity/Q35419,Muhūrtamārtaṇḍa (DS8694),Author,Nārāyaṇa Samudrika,
https://catalog.digital-scriptorium.org/entity/Q36007,Pañcāṅgasiddhi (DS8890),Former owner,Jāgeśvara,
https://catalog.digital-scriptorium.org/entity/Q36007,Pañcāṅgasiddhi (DS8890),Scribe,Vijñāgadādhara (Son of Daivajñalakṣmīdhara),
https://catalog.digital-scriptorium.org/entity/Q33904,Citradīpa (DS8189),Former owner,Raṅganātha Marāṭhe (Son of Mayūreśvara),
https://catalog.digital-scriptorium.org/entity/Q33493,Kuṭasthadīpa (DS8052),Scribe,Janārdana Tāhmaṇakara,
https://catalog.digital-scriptorium.org/entity/Q31930,Darśapūrṇamāsahautraprayoga (DS7531),Former owner,"Rālela, Rāmacandra",
https://catalog.digital-scriptorium.org/entity/Q35113,Naiṣadīyaprakāśa sarga 11 (DS8592),Former owner,Viśvanāthabhaṭṭa Goḍisa (Son of Raghunāthabhaṭṭa),
https://catalog.digital-scriptorium.org/entity/Q35203,Raghuvaṃśa (DS8622),Former owner,Raghunātha Kāgalakara,
https://catalog.digital-scriptorium.org/entity/Q35434,Manuṭīkā (DS8699),Author,Govindarāja (Son of Mādhava Bhaṭṭa),
https://catalog.digital-scriptorium.org/entity/Q30664,Rāmāyaṇasāra (DS7109),Author,Agniveśamuni,
https://catalog.digital-scriptorium.org/entity/Q32458,Rasamañjarī (DS7707),Scribe,Gaurīśvara,
https://catalog.digital-scriptorium.org/entity/Q35950,Strījātaka (DS8871),Author,Yavanācārya,
https://catalog.digital-scriptorium.org/entity/Q33943,Kūṭasthadīpa (DS8202),Scribe,Bhaguvāsara,
https://catalog.digital-scriptorium.org/entity/Q36046,Golādhyāya (DS8903),Author,"Bhāskarācārya, 1114-1185",
https://catalog.digital-scriptorium.org/entity/Q29674,Agnirvaidevānāmavamo viṣṇuḥ (DS6779),Scribe,Rāmapraśāda Triguṇāyita,
https://catalog.digital-scriptorium.org/entity/Q34651,Cayanaprayoga (DS8438),Scribe,Sadāśiva (Son of Kāśinātha),
https://catalog.digital-scriptorium.org/entity/Q32074,Dīpavyākaraṇa (DS7579),Author,Cidrūpāśrama,
https://catalog.digital-scriptorium.org/entity/Q33112,Sāṃkhyatattvakaumudī (DS7925),Scribe,"Maisūrakara, Viśvanātha",
https://catalog.digital-scriptorium.org/entity/Q31714,Baudhāyanadarśapūrṇamāsaprayoga (DS7459),Scribe,"Mahājana, Vyaṅkaṭarāva",
https://catalog.digital-scriptorium.org/entity/Q37378,Govindastotra (DS9347),Scribe,"Citala, Vireśvara",
https://catalog.digital-scriptorium.org/entity/Q35125,Nītiśataka (DS8596),Scribe,Prabhākara Bhaṭṭa (Son of Sadāśiva Bhaṭṭa),
https://catalog.digital-scriptorium.org/entity/Q32818,Jotiṣabālabodha (DS7827),Author,Muñjāditva,
https://catalog.digital-scriptorium.org/entity/Q31807,Puṇyāhavācana (DS7490),Scribe,"Bhāvya, Parśarāmabhaṭṭa ( son of Vāsudeva)",
https://catalog.digital-scriptorium.org/entity/Q32053,Madhyasiddhāntakaumudī (DS7572),Scribe,Dāmodaravyāsa,
https://catalog.digital-scriptorium.org/entity/Q37669,Gaṇeśakathā (DS9444),Author,Sveta Pāla,
https://catalog.digital-scriptorium.org/entity/Q31309,Gītāmāhātmya (DS7324),Former owner,"Moḍaka, Vināyaka",
https://catalog.digital-scriptorium.org/entity/Q33946,Brahmānanda (DS8203),Scribe,Bhaguvāsara,
https://catalog.digital-scriptorium.org/entity/Q31567,Saṅghayaṇasūtra (DS7410),Former owner,"Zahn, Brian",
https://catalog.digital-scriptorium.org/entity/Q35194,Raghuvaṃśa (DS8619),Scribe,Nārāyaṇa Bacaṃbhaṭṭa (Son of Kṛṣṇahastākṣara Bacaṃbhaṭṭa),
https://catalog.digital-scriptorium.org/entity/Q35218,Raghuvaṃśa (DS8627),Former owner,Viṣṇubhaṭṭa Sahasrabudhya,
https://catalog.digital-scriptorium.org/entity/Q35539,Vidhānapārijāta (DS8734),Scribe,Naraharabhaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q32341,Mahimnastotra (DS7668),Scribe,Miśrarāmasevaga,
https://catalog.digital-scriptorium.org/entity/Q31876,Cāturmāsyahautraprayoga (DS7513),Scribe,"Abhayankara, Gajanbhaṭa",
https://catalog.digital-scriptorium.org/entity/Q33223,Uttarajjhayaṇa (DS7962),Former owner,"Heeramaneck, N.N",
https://catalog.digital-scriptorium.org/entity/Q33574,Taittirīyakabhāṣyaṭīkā (DS8079),Scribe,Govinda Brahma (Son of Khaṇḍabhaṭṭa Brahma),
https://catalog.digital-scriptorium.org/entity/Q31657,Śivarātrikathodyāpanapūjā (DS7440),Scribe,Gaṇeśabhaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q32104,Saṃskāranirṇaya (DS7589),Author,Candracūḍa Bhatta Paurāṇika,
https://catalog.digital-scriptorium.org/entity/Q31852,Śrāddhakalpa (DS7505),Scribe,Kāśināthaśāhāstrina,
https://catalog.digital-scriptorium.org/entity/Q33772,Br̥hadāraṇyakopaniṣad (DS8145),Scribe,Govinda Brahma (Son of Kaṇḍabhaṭṭa Brahma),
https://catalog.digital-scriptorium.org/entity/Q36103,Bālabodha (DS8922),Author,Muñjāditya,
https://catalog.digital-scriptorium.org/entity/Q31087,Pauṣakṛṣṇaikādaśī (DS7250),Scribe,Kāśīnātha Dhādekara,
https://catalog.digital-scriptorium.org/entity/Q32956,Praśnatattva (DS7873),Scribe,Viṣṇudatta,
https://catalog.digital-scriptorium.org/entity/Q35149,Saṃjīvanī sarga 1 (DS8604),Scribe,Govinda Vidhyupākhya,
https://catalog.digital-scriptorium.org/entity/Q33568,Anubhūtileśa (DS8077),Scribe,Rāmacandra Phāṭaka,
https://catalog.digital-scriptorium.org/entity/Q33568,Anubhūtileśa (DS8077),Author,Madhuvāmana,
https://catalog.digital-scriptorium.org/entity/Q32122,Phiṭsūtra (DS7595),Author,Śāntanava,
https://catalog.digital-scriptorium.org/entity/Q35599,Lakṣahomapaddhatiprayoga (DS8754),Scribe,Nṛsiṅha Dīkṣita (Son of Īśvara Dīkṣita),
https://catalog.digital-scriptorium.org/entity/Q31432,Mārgaśīrṣamāhātmya (DS7365),Former owner,"Mauni, Bālaṃbhaṭa",
https://catalog.digital-scriptorium.org/entity/Q32575,Raghuvaṃśa (DS7746),Scribe,Ṭhākur Data I,
https://catalog.digital-scriptorium.org/entity/Q31483,Śītalāṣṭakastotra (DS7382),Scribe,"Sāṭhe, Moreśvara",
https://catalog.digital-scriptorium.org/entity/Q31696,Sāvitrādiprayogavṛtti (DS7453),Author,Keśavasvāmin,
https://catalog.digital-scriptorium.org/entity/Q37516,Avadhūtāṣṭaka (DS9393),Author,Dattātreya (Hindu deity),
https://catalog.digital-scriptorium.org/entity/Q31654,Compendium of Vratas (DS7439),Former owner,Gaṇeśabhaṭṭa,
https://catalog.digital-scriptorium.org/entity/Q33382,Māṇḍūkyabhāṣya (DS8015),Scribe,Govinda Brahma,
https://catalog.digital-scriptorium.org/entity/Q34627,Hotṛ rites (DS8430),Scribe,Sadāśiva (Son of Kāśinātha),
https://catalog.digital-scriptorium.org/entity/Q35443,Manuṭīkā (DS8702),Author,Govindarāja (Son of Mādhava Bhaṭṭa),
https://catalog.digital-scriptorium.org/entity/Q35614,Sarvaprāyaścittasvīkāra (DS8759),Scribe,Bhāskara Bhaṭṭa Dāḍekara,
https://catalog.digital-scriptorium.org/entity/Q37351,Śivāparādhastotra (DS9338),Scribe,"Dāḍekara, Bhāskarabhaṭṭa",
https://catalog.digital-scriptorium.org/entity/Q31819,Sthālīpākaprayoga (DS7494),Scribe,"Govindarāma, son of Ātmarāma Bhaṭṭa",
https://catalog.digital-scriptorium.org/entity/Q32380,Kālikāsahasranāmastotra (DS7681),Former owner,Veṇīmādhava Puṇatāmakara,
https://catalog.digital-scriptorium.org/entity/Q30637,Śivastotra (DS7100),Scribe,Vyaṅkaṭeśa,
https://catalog.digital-scriptorium.org/entity/Q35887,Tattvabodhinī tiṅanta (DS8850),Scribe,"Ghuṣtra, Jāgannāthabhaṭṭa",
https://catalog.digital-scriptorium.org/entity/Q35887,Tattvabodhinī tiṅanta (DS8850),Former owner,"Deva, Bālakṛṣṇa",
https://catalog.digital-scriptorium.org/entity/Q37765,Kirāṭaṭīkā (DS9476),Scribe,"Bālambhaṭa, Babar",
https://catalog.digital-scriptorium.org/entity/Q30472,Darśapūrṇamāsaprayoga (DS7045),Scribe,Bāla Kṛṣṇa,
